text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
A federal visa program allowing international students to work at firms in the United States after graduation appears to have been exploited by fake companies providing false employment verifications, according to an NBC News/NBC Bay Area investigation.;https://www.nbcnews.com/politics/immigration/thousands-foreign-students-u-s-student-visas-may-have-worked-n1109286?cid=public-rss_20200102;msnbc;immigration;left;Non-biased;Entirely factual;[]
Chinese state media outlets have been bursting with criticism for President Donald Trump during the current round of riots, but the Chinese Communist Party (CCP) also tossed a few bricks at former President Barack Obama and his Democrat Party, needling them for doing little about racial issues and touting China’s efforts to care for its poor and disenfranchised as vastly superior to the Democrats’ half-hearted socialism.;https://www.breitbart.com/national-security/2020/06/02/chinese-state-media-dings-obama-and-democrats-for-years-of-negligence-of-race/;breitbart;elections-2020;right;Biased;Somewhat factual but also opinionated;['half-hearted']
The white supremacists and other far right extremists are super-gun-owners, they are armed to the teeth, and law enforcement is understandably reluctant to get them het up.;https://www.alternet.org/2020/05/here-are-the-top-6-reasons-why-police-are-cracking-down-on-black-protesters-while-treating-white-reopeners-with-kid-gloves/;alternet;gun-control;left;Biased;Expresses writer’s opinion;['armed', 'to', 'the', 'teeth', 'super-gun-owners']
Donald Trump, who was pro-choice in the not-too-distant past and never fit the mold of a far-right culture-war crusader, has taken a keen interest in abortion rights lately.;http://www.msnbc.com/rachel-maddow-show/targeting-abortion-rights-trump-unveils-domestic-gag-rule;msnbc;abortion;left;Biased;Expresses writer’s opinion;['crusader', 'culture-war']
Like many Never Trump screeds, Will’s criticisms are cloaked around the Republican party. His real issue, however, is with Trump voters. He blames the party for nominating Trump and stocking Congress with “invertebrates whose unswerving abjectness has enabled his institutional vandalism…” But if pro-Trump Congressmen are “invertebrates,” what does that make the Americans who voted for them?;https://thefederalist.com/2020/06/05/end-trump-presidency-not-a-chance/;federalist;trump-presidency;right;Biased;Expresses writer’s opinion;[]
Student debt increased by a whopping 107 percent between 2009 and 2019. Americans now owe $1.6 trillion in education loans. Policy wonks and politicians respond by concocting flashy plans that hardly solve the debt crisis.;https://thefederalist.com/2020/01/23/americans-need-to-stop-hurrying-young-people-into-student-debt-slavery/;federalist;student-debt;right;Biased;Somewhat factual but also opinionated;['wonks', 'concocting', 'flashy']
Haqqani claimed the Taliban are just looking for a round of free and fair elections, laughably pretending the murderous Islamist extremists would cheerfully accept losing and head back to their caves in peace if the Afghan people reject them.;http://feedproxy.google.com/~r/breitbart/~3/EReXUAKj_UQ/;breitbart;international-politics-and-world-news;right;Biased;Expresses writer’s opinion;['claimed', 'laughably', 'murderous']
Coronavirus truthers ignorantly believe that the mainstream media, Democrats, liberals, progressives and Never Trump conservatives have been exaggerating the threat of COVID-19.;https://www.alternet.org/2020/04/how-the-coronavirus-pandemic-shows-that-christian-white-nationalism-is-a-much-greater-threat-to-the-us-than-radical-islam/;alternet;white-nationalism;left;Biased;Expresses writer’s opinion;['truthers', 'ignorantly']
Working-class Americans, like those who make up the majority of South Bend residents, have secured the largest wage hikes in the nation compared to all other economic demographic groups — a direct result of Trump tightening the labor market.;https://www.breitbart.com/politics/2020/02/07/fact-check-buttigieg-falsely-claims-trump-turns-his-back-on-middle-class/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;middle-class;right;Non-biased;Somewhat factual but also opinionated;[]
Thunberg lambasted business and political elites gathered at WEF Tuesday for not doing enough to tackle climate change, warning that time was running out.;https://www.foxnews.com/politics/ivanka-trump-praises-greta-thunberg;fox-news;environment;right;Biased;Entirely factual;['lambasted']
The governor even increased the state's corrections budget to handle what he expects to be a higher number of incarcerations due to new gun laws.;https://www.foxnews.com/politics/the-reinvention-of-ralph-northam-scandal-scarred-guv-woos-the-left-with-focus-on-guns-race;federalist;gun-control;right;Non-biased;Somewhat factual but also opinionated;[]
Trump has publicly taken aim at Germany – even threatening last year to impose tariffs on foreign cars sold in the U.S. – over trade deficits.;https://www.foxbusiness.com/money/trump-trade-war-target-europe-paul-krugman;fox-news;international-politics-and-world-news;right;Non-biased;Entirely factual;[]
The hot new idea to tax America’s rich is a wealth tax, which – although designed to target the wealthiest taxpayers – could end up eventually hurting middle-class families.;https://www.foxbusiness.com/money/middle-class-americans-worry-wealth-tax;fox-news;middle-class;right;Biased;Expresses writer’s opinion;[]
Former GOP strategist Steve Schmidt on Monday rebuked President Donald Trump’s fumbling response to the coronavirus pandemic, suggesting the United States would not be facing “catastrophe” if former President Barack Obama were still in office;https://www.huffpost.com/entry/steve-schmidt-barack-obama-donald-trump-coronavirus_n_5eba5909c5b68f80c04c89a5;huffpost;trump-presidency;left;Biased;Somewhat factual but also opinionated;['rebuked', 'fumbling']
Members of the German Green Party have proposed that so-called “climate refugees” should be allowed to move to the country and receive a German passport upon their arrival.;https://www.breitbart.com/europe/2019/12/18/german-greens-propose-giving-passports-all-climate-refugees/;breitbart;environment;right;Non-biased;Entirely factual;[]
The Brazilian superstar’s career is a testament to what’s possible in women’s soccer — and also a reminder of how little attention the sport still receives.;https://www.huffpost.com/entry/marta-brazil-womens-world-cup_n_5d127cbce4b0a3941869b4f4;huffpost;sport;left;Non-biased;Entirely factual;[]
It was not stingy family leave policies that had this baby killed, it was the child’s mother, encouraged and enabled by a culture and legal regime that regard babies as a capstone consumer commodity to be ordered up when convenient, and violently disposed of when inconvenient.;https://thefederalist.com/2020/03/11/woman-who-killed-baby-over-maternity-leave-proves-welfare-wont-fix-abortion/?fbclid=IwAR2SBE3O9KtpsqJvMCIeSlk4Zeqn3oexJevVoXUhDpKszW_VHrTEMBiewaw;federalist;abortion;right;Biased;Expresses writer’s opinion;['stingy', 'capstone']
Miller is the architect of President Donald Trump's hardline immigration policies that have separated children from parents, forced people seeking asylum in the U.S. to wait in Mexico under squalid conditions, instituted the Muslim ban and poured money from the military into border wall construction.;https://www.nbcnews.com/news/latino/after-stephen-miller-s-white-nationalist-views-outed-latinos-ask-n1096071;msnbc;white-nationalism;left;Biased;No agreement;['squalid']
Emilie Kao went on to note that women’s sports has already been undermined by the transgender movement.;https://www.breitbart.com/sports/2019/05/16/duke-professor-the-equalityact-will-be-the-end-of-girls-and-womens-only-sports/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;sport;right;Non-biased;Entirely factual;[]
But, whether this switch constitutes a true win for the racist right or not, it’s clear that MAGA conservatives are highly attuned to how decisions are made in the White House and which positions they want to control.;https://www.alternet.org/2020/05/what-the-left-wing-can-learn-from-the-tea-party-about-how-to-gain-power/;alternet;gun-control;left;Biased;Expresses writer’s opinion;['highly', 'attuned']
But the Democratic majority in the House has already passed sweeping gun legislation, in addition to many other measures.;https://www.alternet.org/2019/11/this-republican-blocked-a-background-check-bill-as-yet-another-mass-shooting-rocked-california/;alternet;gun-control;left;Non-biased;Entirely factual;['sweeping']
Overwhelming evidence shows that vaccination — including the flu shot — is safe. And all major medical groups urge nearly everyone over age six months to get the yearly flu vaccine.;https://www.nbcnews.com/health/cold-and-flu/millennials-least-likely-get-flu-shot-anti-vax-beliefs-may-n1116601;msnbc;vaccines;left;No agreement;Somewhat factual but also opinionated;[]
For twenty days, from the day the first death from coronavirus was known, Democrats did nothing about it. They were too busy with the president’s impeachment trial — a trial Pelosi had delayed unnecessarily for several weeks.;https://www.breitbart.com/politics/2020/03/13/pollak-democrats-pushed-impeachment-while-coronavirus-spread/;breitbart;coronavirus;right;Biased;Expresses writer’s opinion;['unnecessarily']
