text;news_link;topic;outlet;label_bias;label_opinion;biased_words
Two Republican senators are launching yet another attempt at repealing Obamacare, preparing to offer legislation that would try to bridge one of the key dividing elements of an effort that has twice failed to pass the senate.;http://www.nbcnews.com/politics/congress/two-gop-senators-give-obamacare-repeal-one-more-try-n800416?cid=public-rss_20170911;abortion;MSNBC;;;
The Christian nationalists Trump has emboldened do not follow the Jesus I know and preach. Their values stem not from Christ, but from cash;https://www.nbcnews.com/news/all/trump-s-evangelical-fans-preach-gospel-greed-not-grace-n811046?cid=public-rss_20171017;abortion;MSNBC;;;
A 17-year-old who came to the U.S. illegally in September is challenging a Trump administration policy that has blocked her from getting an abortion while she remains in federal detention.;https://www.nbcnews.com/politics/justice-department/court-rule-after-trump-admin-blocks-undocumented-teen-s-abortion-n812791?cid=public-rss_20171020;abortion;MSNBC;;;
The congressman became embattled in scandal after he asked his mistress to terminate a pregnancy despite pushing public anti-abortion views.;https://www.nbcnews.com/video/rep-tim-murphy-officially-out-of-office-1078561859664;abortion;MSNBC;;;
In a defeat for the Trump administration, the appeal court ruled that a detained 17-year-old who came to the U.S. illegally must be allowed to get an abortion.;https://www.nbcnews.com/politics/politics-news/detained-pregnant-teen-can-get-abortion-appeals-court-rules-n813851?cid=public-rss_20171024;abortion;MSNBC;;;
"In western society ""the witch"" is an identity to which people have turned when times are tough.";https://www.nbcnews.com/think/opinion/virtue-being-woman-you-are-already-witch-ncna815771?cid=public-rss_20171031;abortion;MSNBC;;;
Anti-abortion advocates are cheering a provision in the new GOP tax bill that explicitly states unborn children are eligible for tax-advantaged 529 accounts.;https://www.nbcnews.com/politics/congress/abortion-foes-are-cheering-provision-new-gop-tax-bill-n817081?cid=public-rss_20171102;abortion;MSNBC;;;
Texas' decision to include the unborn child in the final tally wouldn't be uncommon nationwide — although it opens up larger legal questions.;https://www.nbcnews.com/storyline/texas-church-shooting/texas-counted-fetus-church-shooting-victim-s-not-unusual-n819436?cid=public-rss_20171112;abortion;MSNBC;;;
The justices will hear an appeal brought by Christian-based non-profit facilities sometimes called “crisis pregnancy centers” of a lower court ruling that upheld the Democratic-backed 2015 California law.;http://feeds.reuters.com/~r/reuters/healthNews/~3/mJtPtuOfZTo/u-s-top-court-to-hear-dispute-over-california-pregnancy-center-law-idUSKBN1DD1SE;abortion;Reuters;;;
Justices agreed to take up a fight over a California law that requires pregnancy counseling centers to tell patients that subsidized abortions are available.;https://www.nbcnews.com/news/us-news/supreme-court-take-religious-objection-california-abortion-notices-n820271?cid=public-rss_20171113;abortion;MSNBC;;;
The U.S. Supreme Court on Monday agreed to decide whether a California law requiring private facilities that counsel pregnant women against abortion to post signs telling clients how to get state-funded abortions and contraceptives violates free speech rights.;http://feeds.reuters.com/~r/reuters/USVideoLatest/~3/GlgMzJvXN-c/supreme-court-agrees-to-hear-california;abortion;Reuters;;;
"""There are major issues facing the United States of America: deficit and debt that can lead to insolvency and bankruptcy, funding for national security, border security, abortion, appointment of Supreme Court justices,"" Brooks said on Monday.";https://www.nbcnews.com/politics/elections/desperate-gop-looks-write-candidate-beat-moore-n820516?cid=public-rss_20171114;abortion;MSNBC;;;
The Roman Catholic-majority Philippines will reallow the use of contraceptive implants after certifying 51 drugs and devices safe and not the cause of abortions, the health department announced on Thursday.;http://feeds.reuters.com/~r/reuters/healthNews/~3/E0itusqJ7kM/philippines-reallows-contraceptive-devices-after-certifying-them-safe-idUSKBN1DG0XT;abortion;Reuters;;;
El Salvador should apply a moratorium on laws that punish women with harsh jail terms for having an abortion while it reviews cases of those already incarcerated in the socially conservative Central American country, a top U.N. official said Friday.;http://feeds.reuters.com/~r/reuters/healthNews/~3/mzebFQWJ768/u-n-calls-on-el-salvador-to-stop-jailing-women-for-abortion-idUSKBN1DI001;abortion;Reuters;;;
Abortion Foes Are Cheering This Provision in New GOP Tax Bill;https://www.nbcnews.com/politics/congress/new-ad-encourages-collins-vote-no-tax-bill-n822116?cid=public-rss_20171118;abortion;MSNBC;;;
“The act intervenes in the medical process of abortion prior to viability in an unduly burdensome manner.”;http://www.reuters.com/article/us-texas-abortion/u-s-judge-strikes-down-texas-law-to-limit-second-trimester-abortions-idUSKBN1DM2US?feedType=RSS&feedName=topNews;abortion;Reuters;;;
Texas, the most-populous Republican-controlled state, has been at the forefront of trying to impose abortion restrictions.;http://www.reuters.com/article/us-texas-abortion/u-s-judge-strikes-down-texas-measure-to-limit-second-trimester-abortions-idUSKBN1DM2US?feedType=RSS&feedName=topNews;abortion;Reuters;;;
The president’s office said the government will conduct research next year on the country’s abortion cases for the first time since 2010.;http://feeds.reuters.com/~r/Reuters/worldNews/~3/Jd9Z0IK8iP4/south-korea-to-review-whether-or-not-to-abolish-anti-abortion-law-idUSKBN1DQ0C9;abortion;Reuters;;;
“When it comes to an open internet, Twitter is part of the problem,” Pai said. “The company has a viewpoint and uses that viewpoint to discriminate.”;http://feeds.reuters.com/~r/reuters/companyNews/~3/vzvELR9WOPY/update-1-u-s-fccs-pai-addressing-internet-rules-calls-twitter-biased-idUSL1N1NY1UQ;abortion;Reuters;;;
Phillips contends the U.S. Constitution’s free speech guarantees protect him from making a cake that would violate his religious beliefs against gay marriage. ;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/vMVOZWrxhL8/supreme-courts-cake-case-pits-gay-rights-versus-christian-faith-idUSKBN1DV3TI;abortion;Reuters;;;
These DUP kingmakers stand against same-sex marriage and oppose lifting the near-total ban on abortion in Northern Ireland, but more than anything they oppose all that would weaken the bond between their province and the rest of the U.K.;https://www.nbcnews.com/storyline/brexit-referendum/brexit-engulfed-chaos-perfect-storm-threatens-u-k-government-n826941?cid=public-rss_20171206;abortion;MSNBC;;;
The U.S. Department of Justice asked on Thursday for documents related to a Senate committee’s report on the transfer of fetal tissue by abortion provider Planned Parenthood.;http://feeds.reuters.com/~r/reuters/USVideoLatest/~3/QiEBkiHNDkU/doj-investigating-fetal-tissue-transfers;abortion;Reuters;;;
There is no social or political issue of greater import to white evangelical Christians than abortion, and the Senate's role in confirming federal judges makes it the single-most galvanizing issue for them in this race. ;https://www.nbcnews.com/politics/politics-news/alabama-evangelicals-weigh-good-evil-roy-moore-n828091?cid=public-rss_20171210;abortion;MSNBC;;;
The comments stirred up controversy and Jones later said he was supporting existing state law, which already bars abortion after 20 weeks except in cases of life or health endangerment.;https://www.nbcnews.com/politics/politics-news/moore-vs-jones-where-alabama-senate-candidates-stand-issues-n827546?cid=public-rss_20171212;abortion;MSNBC;;;
Women in Ohio would be prohibited from receiving abortions because of a fetal Down syndrome diagnosis under a bill that passed the state senate on Wednesday and is heading to Republican Governor John Kasich’s desk.;http://feeds.reuters.com/~r/reuters/healthNews/~3/c_peyU-tPbU/ohio-passes-law-barring-abortion-over-down-syndrome-diagnosis-idUSKBN1E736O;abortion;Reuters;;;
“It was a four-minute fire-and-brimstone video about abortion, same-sex marriage, school prayer, sodomy and ‘the right of a man to claim to be a woman and vice versa.’”;https://www.nbcnews.com/politics/first-read/d-j-vu-gop-s-race-pass-tax-bill-echoes-n829651?cid=public-rss_20171214;abortion;MSNBC;;;
A 30-year prison sentence for a woman in El Salvador who said her child was stillborn is appalling, U.N. human rights spokeswoman Liz Throssell said on Friday.;http://feeds.reuters.com/~r/Reuters/worldNews/~3/t02aI9SefmQ/u-n-appalled-at-30-year-sentence-for-woman-under-el-salvador-abortion-law-idUSKBN1E91T1;abortion;Reuters;;;
Earlier this week, two-time presidential runner-up Andres Manuel Lopez Obrador entered into a coalition with the Social Encounter Party (PES), a tiny party with religious roots that pushes an anti-gay and anti-abortion agenda.;http://feeds.reuters.com/~r/Reuters/worldNews/~3/j-0VeyFcx4s/mexico-presidential-race-roiled-as-leftist-front-runner-embraces-right-wing-party-idUSKBN1EA00L;abortion;Reuters;;;
 Tim Murphy, R-Penn., who resigned in October following a sex scandal that involved the pro-life lawmaker allegedly pressuring his mistress to have an abortion.;https://www.nbcnews.com/politics/elections/sex-harassment-cases-redraw-election-map-next-year-n830206?cid=public-rss_20171217;abortion;MSNBC;;;
Pfeil said some of the women impregnated by their rapists have tried do-it-yourself abortions.;https://www.nbcnews.com/health/health-news/violent-rape-just-one-many-disasters-rohingya-refugees-n830351?cid=public-rss_20171217;abortion;MSNBC;;;
Ohio is prohibiting doctors from performing abortions based on a diagnosis of Down syndrome, joining other states with similarly strict legislation.;https://www.nbcnews.com/news/us-news/ohio-gov-john-kasich-signs-down-syndrome-abortion-ban-n832336?cid=public-rss_20171223;abortion;MSNBC;;;
" Democratic opponents trip over themselves to adopt ""goofy left"" positions on guns and abortion, among other issues.";https://www.nbcnews.com/politics/elections/everything-you-need-know-about-2018-midterm-elections-n832226?cid=public-rss_20171228;abortion;MSNBC;;;
An Illinois law expanding state-funded coverage of abortions for low-income Medicaid recipients was set to go into effect next month after an Illinois judge on Thursday dismissed a lawsuit by abortion opponents seeking to block it.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/vUt5XgKdRxY/illinois-judge-rejects-lawsuit-challenging-abortion-coverage-expansion-idUSKBN1EM1XW;abortion;Reuters;;;
The Republican-controlled Iowa state senate voted on Thursday to cut Medicaid funding for family planning services to abortion providers including Planned Parenthood.;http://feeds.reuters.com/~r/Reuters/domesticNews/~3/z6J9HGqRZGw/us-iowa-plannedparenthood-idUSKBN15H2ZS;abortion;Reuters;;;
Norway has joined an international initiative to raise millions of dollars to replace shortfalls left by U.S. President Donald Trump’s ban on U.S.-funded groups worldwide providing information on abortion.;http://feeds.reuters.com/~r/Reuters/worldNews/~3/RsnKSJ-8iMo/us-usa-trump-norway-abortion-idUSKBN15Z1KL;abortion;Reuters;;;
The international outpouring served to underscore the degree to which Trump has unsettled people domestically and abroad.;http://www.msn.com/en-us/news/politics/women%e2%80%99s-marches-millions-of-protesters-vow-to-resist-president-trump/ar-AAm5C4O?li=BBnb7Kz;abortion;MSNBC;;;
Eight countries have joined an initiative to raise millions of dollars to replace shortfalls caused by President Donald Trump’s ban on U.S.-funded groups around the world providing information on abortion, Sweden’s deputy prime minister said.;http://uk.reuters.com/article/us-usa-trump-abortion-europe-idUKKBN15O0H7?feedType=RSS&feedName=healthNewsMolt;abortion;Reuters;;;
