text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
A new coronavirus that has killed 26 people in China was confirmed in Europe for the first time on Friday as it spreads despite Chinese attempts to quarantine the city at the heart of the outbreak.;https://www.reuters.com/article/us-china-health/china-heads-into-lunar-new-year-on-shutdown-as-virus-spreads-idUSKBN1ZM087?feedType=RSS&feedName=topNews;Reuters;vaccine;;Non-biased;Entirely factual;[]
A new report reveals that the 2017 GOP tax law was rife with monumental self-dealing by rich GOP lawmakers who have since benefited bigly.;https://www.alternet.org/2020/01/follow-the-money-gop-senators-are-making-millions-off-trumps-tax-cuts-and-will-repay-him-by-betraying-their-oath/;Alternet;middle-class;left;Biased;Somewhat factual but also opinionated;['rich']
A new Trump administration immigration policy that went into effect Friday has some immigrant communities across the country expressing fear and concern about what happens next for their family members, many of whom will no longer be able to move legally to the United States after waiting years for visas.;http://rssfeeds.usatoday.com/~/618995402/0/usatodaycomwashington-topstories~New-Donald-Trump-immigration-policy-could-ban-thousands-of-African-immigrants-from-US/;USA Today;islam;;Non-biased;Entirely factual;[]
A plan known as the Fairness for High-Skilled Immigrants Act is a boon to Silicon Valley billionaires, big business elites, and outsourcing firms, as they would be able to readily import more lower-paid Indian and Chinese foreign workers to take American jobs that would have otherwise gone to American citizens.;https://www.breitbart.com/politics/2019/02/11/billionaire-kochs-back-gop-dem-plan-to-outsource-middle-class-american-jobs-2/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;middle-class;right;Biased;Expresses writer’s opinion;['boon']
A poll released Tuesday finds 75 percent of Americans want substantial restrictions on abortion, including 60 percent of Democrats and 61 percent of those who identify as “pro-choice.”;https://www.breitbart.com/politics/2019/01/15/poll-75-americans-say-abortion-should-be-restricted/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;abortion;right;Non-biased;Entirely factual;[]
A president completely out of control, abusing government power to achieve his political ends, and desperate to prevent any check on his colossal Niagara Falls of bullshit, is about to make Twitter an object lesson, the first trophy in Trump's expanding war against free speech.;https://www.thedailybeast.com/twitter-boss-finds-the-balls-to-call-out-trumps-race-war-tweetbut-this-is-just-the-beginning?source=twitter&via=desktop;Daily Beast;islam;;Biased;Expresses writer’s opinion;['abusing', 'colossal', 'Niagara', 'Falls', 'of', 'bullshit', 'out', 'control', 'trophy']
A previous boom that saw gun sales double over a decade through 2016 corresponded largely with Democratic President Barack Obama’s time in office, when fears that gun control laws would be enacted drove gun aficionados to stock up.;https://www.reuters.com/article/us-usa-guns-sales/u-s-gun-sales-down-6-1-percent-in-2018-extending-trump-slump-idUSKCN1PN346?feedType=RSS&feedName=topNews;Reuters;gun-control;center;Biased;No agreement;['aficionados']
A professor who teaches climate change classes — a subject some would question as a legitimate area of study — said she has seen students who suffer fear, grief, stress, and anxiety about the future.;https://www.breitbart.com/politics/2019/05/09/professor-climate-change-causes-anxiety-and-trumps-election-makes-it-worse/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;environment;right;Non-biased;No agreement;[]
A protester could be seen throwing an object at Frey as he slinked away. Biden, so far, has enjoyed the luxury of remaining in his basement, hidden away from volatile activists who want answers.;https://www.breitbart.com/2020-election/2020/06/07/joe-biden-declines-calls-defund-police/;Breitbart;elections-2020;right;Biased;Somewhat factual but also opinionated;['slinked', 'volatile', 'luxury', 'away']
A pro-Trump political ad quotes Joe Biden directly and the lying liars at the lying PolitiFact still rate it “mostly false.”;http://feedproxy.google.com/~r/breitbart/~3/YBYa1vPA6fg/;Breitbart;taxes;right;Biased;Expresses writer’s opinion;['lying', 'liars']
A push by Virginia Democrats to loosen restrictions on late-term abortions is erupting into a fierce partisan clash as video of a legislative hearing goes viral.;https://eu.usatoday.com/story/news/politics/2019/01/30/virginia-late-term-abortion-debate-loosen-restrictions-goes-viral/2723449002/;USA Today;abortion;center;Biased;Somewhat factual but also opinionated;['clash', 'erupting']
A quarter of Americans have little or no interest in taking a coronavirus vaccine, a Reuters/Ipsos poll published on Thursday found, with some voicing concern that the record pace at which vaccine candidates are being developed could compromise safety.;https://www.reuters.com/article/us-health-coronavirus-vaccine-poll-exclu/exclusive-a-quarter-of-americans-are-hesitant-about-a-coronavirus-vaccine-reuters-ipsos-poll-idUSKBN22X19G;Reuters;vaccines;center;Non-biased;Entirely factual;[]
A recent piece in The Wall Street Journal by Walter Russell Mead has caused a bit of a stir among the chattering classes. Headlined “The Coronavirus May Make Trump Stronger,” it argues that President Trump’s abysmal and malfeasant handling of the greatest public health emergency in a century is a feature, not a bug, in his quest for a second term.;https://feeds.feedblitz.com/~/620594714/0/alternet_all~How-a-Yale-professor-trolls-the-liberals-on-Trump%e2%80%99s-reelection-by-writing-propaganda-disguised-as-academic-analysis/;Alternet;universal health care;left;Biased;Somewhat factual but also opinionated;['abysmal', 'malfeasant']
A recent study conducted by the Karolinska Institute and Linkoping University in Sweden found biological males — claiming to be transgender women — who were administered a full year of hormone therapy, still maintained muscle mass and strength advantages over biological women.;http://feedproxy.google.com/~r/breitbart/~3/KH-y3pWDIMk/;Breitbart;marriage-equality;;Biased;Somewhat factual but also opinionated;['claiming', 'biological']
A recent study found that college students from high-income households are borrowing more money for school than students from households with lower incomes. The report added that students from wealthier families are responsible for some of the more drastic borrowing increases in recent years.;https://www.breitbart.com/tech/2019/12/06/report-wealthy-college-students-borrow-more-money-for-education/;Breitbart;student-debt;right;Non-biased;Entirely factual;['drastic']
A reminder: The bill that Republicans in Tennessee are trying to quash would make these hygiene products tax-free for THREE DAYS, once a year!!!!;https://www.alternet.org/2020/02/tennessee-republican-fights-tax-free-tampon-bill-warning-people-may-buy-too-many-tampons/;Alternet;taxes;left;Biased;Somewhat factual but also opinionated;['quash']
A report by the United Nations (UN) falsely blamed President Trump for the detention of 100,000 migrant children who, in fact, were held in federal immigration custody in 2015 by President Obama.;https://www.breitbart.com/politics/2019/11/19/united-nations-falsely-blames-trump-for-obama-detaining-100k-migrant-children-in-2015/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;immigration;right;Non-biased;Entirely factual;[]
A report compiled by members of the French Senate has detailed the spread of political Islam across France and listed 44 proposals to combat radical Islamist ideology.;http://feedproxy.google.com/~r/breitbart/~3/WTZNjlZIQq4/;Breitbart;islam;;Non-biased;Entirely factual;['political', 'Islam']
A report in The New York Times claims that the UFC star Conor McGregor sexually assaulted a woman in Ireland.;https://www.huffpost.com/entry/ufc-conor-mcgregor-sexual-assault-investigation_n_5c9a7124e4b072a7f6008ff5;HuffPost;sport;left;Biased;Entirely factual;['claims']
A report showed at least 150 neighbourhoods across the country were “held” by Islamist radicals.;http://feedproxy.google.com/~r/breitbart/~3/WTZNjlZIQq4/;Breitbart;islam;;Biased;Somewhat factual but also opinionated;"['Islamist', 'radicals', '""held""']"
A Republican group opposed to President Donald Trump is urging voters to end his “American carnage” by voting him out of office in November. And it’s using one of Trump’s favorite TV shows to spread the message.;https://www.huffpost.com/entry/republican-voters-against-trump-carnage_n_5ed73872c5b67913aa26c2ea;HuffPost;elections-2020;left;Non-biased;Entirely factual;[]
A resounding primary win by Democratic U.S. Representative Alexandria Ocasio-Cortez and a fellow liberal’s lead over a longtime New York congressman signaled fresh momentum for progressive politics amid growing calls for economic and racial justice in the United States.;https://www.reuters.com/article/us-usa-election-congress-idUSKBN23V2MV;Reuters;blm;;Non-biased;Entirely factual;[]
A review of his posts in online message boards revealed he wanted to plant neo-Nazi propaganda inside Nevada middle and high schools.;https://eu.usatoday.com/story/news/nation/2020/02/10/white-supremacist-las-vegas-guilty-plea-conor-climo/4717616002/;USA Today;white-nationalism;center;Biased;Entirely factual;['plant']
A second patient, a 58-year-old obese woman with diabetes and arterial hypertension, suffered multi-organ failure and eventually died of a cardiac arrest. According to the authors of the Lancet article, they discovered “lymphocytic endotheliitis in lung, heart, kidney, and liver as well as liver cell necrosis.;https://www.alternet.org/2020/06/new-study-helps-unravel-the-mystery-behind-the-coronaviruss-baffling-symptoms/;Alternet;coronavirus;left;Non-biased;Entirely factual;[]
A senior Democrat on a congressional panel seeking President Donald Trump’s tax returns warned on Saturday that the current Congress may not see the long-sought tax documents without launching an impeachment inquiry.;https://www.reuters.com/article/us-usa-trump-congress-taxes/house-democrat-says-current-congress-may-not-see-trump-taxes-idUSKCN1TG0ME?feedType=RSS&feedName=topNews;Reuters;taxes;center;Non-biased;Entirely factual;[]
A senior official at the University of British Columbia has resigned after he liked a series of Tweets that criticized the Black Lives Matter anti-racism campaign, the university and local media said.;https://www.reuters.com/article/us-canada-racism-idUSKBN23S0MW?taid=5eefaf3f87586b0001d21c74&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter;Reuters;blm;;Non-biased;Entirely factual;[]
